Segment_ID,State,County,Road_Type,Functional_Class,AADT,Truck_Percent,Speed_Limit,Lane_Count,Shoulder_Width_ft,Pavement_Type,Pavement_Age_yrs,Roughness_IRI,Rutting_mm,Faulting_mm,Cracking_Percent,Structural_Capacity,Surface_Distress_Index,Maintenance_History,Last_Maintenance_Year,Climate_Zone,Precipitation_mm,Freezing_Days,PCI,Rehabilitation_Cost_USD,Years_Since_Last_Rehab
885,GA,King,Rural,Minor Arterial,72274,15.28,55,1,4,Composite,45,292.73,10.42,6.24,32.4,2.1,61.35,None,2011,Tropical,1937.99,77,13.39,188848.04,14
886,NY,Cuyahoga,Interstate,Minor Arterial,33402,23.07,55,3,6,Asphalt,17,143.4,5.37,4.6,67.89,1.45,41.2,None,2003,Arid,706.76,52,81.97,153206.4,22
887,WA,Orange,Rural,Minor Arterial,54384,22.8,65,2,4,Asphalt,43,220.37,15.53,0.39,56.32,1.46,65.38,Reconstruction,2000,Temperate,1835.47,27,38.07,359889.24,25
888,IL,Harris,State Highway,Principal Arterial,6793,21.36,45,1,2,Asphalt,35,65.88,11.04,0.14,16.22,2.39,99.51,None,2011,Temperate,939.05,17,52.76,148917.87,14
889,FL,Duval,Interstate,Collector,6571,15.2,45,4,8,Composite,41,149.06,13.22,1.19,30.99,4.05,93.78,Patch,2006,Temperate,894.66,25,2.93,496446.51,19
890,WA,Fulton,Urban,Local,17209,19.72,45,5,8,Asphalt,28,290.95,6.46,6.49,90,3.43,0.43,Resurface,2021,Cold,1461.67,101,5.83,1214071.52,4
891,OH,Orange,State Highway,Local,44148,15.26,55,1,11,Composite,16,184.75,9.63,5.67,68.82,1.41,88.54,Patch,2003,Arid,217.79,6,67.51,274874.97,22
892,OH,Cuyahoga,Urban,Collector,3224,22.39,65,5,9,Concrete,3,121.97,12.35,5.53,98.6,4.41,6.65,Patch,2018,Temperate,808.56,44,76.68,1203316.36,7
893,WA,Fulton,State Highway,Local,49695,13.06,25,2,6,Concrete,43,80.07,8.1,0.32,76.7,3.41,95.3,Patch,1995,Continental,744.76,97,71,523386.29,30
894,NY,Cook,Interstate,Principal Arterial,33441,24.4,70,2,11,Concrete,44,225.88,3.97,4.69,94.2,4.84,28.18,Patch,1993,Tropical,1762.58,110,73.7,554390.47,32
895,FL,King,Urban,Local,40129,23.65,35,1,6,Composite,28,211.21,19.23,9.25,21.62,3.68,38.2,Resurface,2000,Tropical,1152.42,112,10.46,278157.33,25
896,FL,Duval,Urban,Minor Arterial,63368,19.83,25,5,6,Asphalt,3,143.48,10.23,3.98,77.15,1.7,9.16,Resurface,1999,Temperate,856.23,44,69.35,393297.68,26
897,IL,Cuyahoga,State Highway,Collector,45760,10.59,55,2,2,Asphalt,9,287.74,14.68,6.25,2.02,2.9,11.23,Patch,2017,Cold,678.94,70,18.17,328192.74,8
898,FL,Cook,Urban,Principal Arterial,24478,7.63,70,4,11,Asphalt,24,55.55,8.22,7.8,67.08,3.59,72.67,Patch,2000,Tropical,1262.92,96,9.8,200286.47,25
899,OH,Bexar,State Highway,Collector,72854,22.09,70,3,6,Asphalt,30,125.93,7.1,7.84,46.93,1.11,94.43,None,2024,Tropical,473.01,34,75.72,529846.94,1
900,TX,Orange,State Highway,Principal Arterial,86716,8.31,70,3,7,Asphalt,2,280.27,8.14,5.19,34.68,1.06,61.07,None,2004,Tropical,643.17,51,88.94,843182.95,21
901,NY,Harris,State Highway,Minor Arterial,13180,22.09,45,2,2,Composite,46,130.23,8.18,8.58,86.24,1.52,71.59,Resurface,1997,Tropical,728.5,113,71.67,199551.15,28
902,FL,Fulton,State Highway,Collector,16372,14.82,35,5,8,Concrete,1,113.06,10.88,3.91,85.43,2.01,76.2,None,2009,Temperate,1294.24,102,80.56,1049733.29,16
903,IL,King,Interstate,Local,30796,13.13,55,2,2,Asphalt,24,183.56,10.87,8.89,2.23,2.72,26.28,Resurface,2010,Arid,871.86,20,99.11,422189.52,15
904,OH,Fulton,State Highway,Principal Arterial,59272,23.06,55,5,3,Concrete,48,255.95,9.94,2.4,60.95,2.95,4.52,Resurface,1990,Arid,1110.41,112,13.48,450442.48,35
905,TX,Duval,Rural,Collector,55040,17.08,70,4,3,Composite,5,75.79,2.7,2.8,36.78,1.55,0.19,Reconstruction,2018,Cold,1370.79,27,96.52,438527.44,7
906,CA,Orange,Urban,Local,76357,16.53,55,5,6,Composite,25,285.76,9.92,0.53,41.57,3.69,35.06,Resurface,2013,Continental,1921.29,95,60.12,827527.23,12
907,CA,Fulton,Rural,Collector,72368,16.18,35,2,11,Asphalt,7,248.77,3.38,7.96,83.2,3.38,24.15,None,2019,Arid,1576.71,43,81.33,194104.69,6
908,TX,King,Interstate,Collector,79356,12.42,35,4,8,Composite,34,95.31,2.52,4.17,30.98,2.18,6.23,Reconstruction,2024,Continental,929.46,79,65.02,784993.98,1
909,OH,Orange,Rural,Collector,17211,20.71,65,1,2,Concrete,26,228,18.65,2.29,94.3,1.05,17.95,None,2022,Arid,1546.9,55,57,171135.43,3
910,IL,Fulton,Urban,Principal Arterial,6842,10.06,65,3,11,Asphalt,24,146.24,12.1,2.32,17.96,1.31,12.45,Resurface,2009,Arid,1909.45,9,70.36,539398.63,16
911,TX,Harris,Rural,Local,64115,23.78,25,2,2,Asphalt,17,150.57,13.19,9.01,66.27,2.57,91.49,Resurface,2005,Cold,1098.88,22,32.03,167233.78,20
912,NY,Cuyahoga,Interstate,Minor Arterial,67852,22.88,35,2,2,Concrete,0,245.82,8.04,8.34,67.21,1.62,14.03,Patch,1998,Tropical,938.89,47,92.43,358625.91,27
913,NY,Orange,State Highway,Principal Arterial,46968,11.75,35,2,7,Asphalt,47,290.7,18.18,5.54,25.22,2.51,53.76,Resurface,2020,Cold,340.43,51,11.53,124739.1,5
914,CA,Cuyahoga,Rural,Principal Arterial,18508,19.59,35,4,3,Asphalt,38,81.66,12.76,6.16,32.48,3.51,59.31,Reconstruction,2006,Arid,1806.27,113,31.8,1081535.3,19
915,FL,Bexar,Interstate,Principal Arterial,23005,16.46,65,1,2,Concrete,2,155.16,15.38,4.74,83.48,3.19,54.35,Resurface,2020,Tropical,643.58,14,3.12,135812.42,5
916,IL,Orange,Interstate,Minor Arterial,55575,11.75,70,5,7,Asphalt,3,170.24,7.37,3.92,76.18,1.92,9.91,Patch,2012,Tropical,315.12,54,27.13,1320421.66,13
917,CA,Harris,Urban,Local,81742,24.77,70,1,3,Asphalt,40,144.08,19.2,9.15,32.91,2.38,31.88,Resurface,1995,Tropical,1166.97,42,21.82,225414.09,30
918,FL,Cuyahoga,Urban,Local,19971,5.5,55,4,7,Concrete,36,140.8,16.41,1.26,53.4,3.46,5.13,Resurface,2019,Continental,1722.62,49,4.96,966172.59,6
919,FL,Cook,Rural,Local,26599,10.05,70,2,11,Composite,14,63.07,17.08,4.18,6.17,4.44,39.57,Resurface,1996,Arid,931.94,5,49.18,257272.25,29
920,GA,King,State Highway,Collector,88592,15.4,45,3,9,Concrete,7,221.38,3.44,3.45,20.87,4.01,18.86,Patch,2000,Temperate,1609.52,32,46.86,320807.95,25
921,NY,Cook,Interstate,Collector,67914,15.44,65,2,3,Asphalt,37,159.05,5.42,4.98,48.58,3.21,56.16,None,2023,Cold,1705.51,61,7.77,303370.28,2
922,OH,Fulton,Rural,Collector,68055,16.78,35,5,10,Concrete,49,98.7,5.71,4.58,8.6,2.45,69.28,Resurface,2001,Continental,1017.93,54,26.19,280282.33,24
923,WA,Harris,Interstate,Minor Arterial,88697,20.03,70,3,9,Asphalt,18,254.01,5.42,5.19,84.33,2.46,53.21,Reconstruction,2016,Cold,1263.72,38,95.33,839066.76,9
924,OH,Cook,Interstate,Collector,6355,17.47,65,2,11,Asphalt,46,250.64,17.11,1.4,71.8,4.52,43.42,Patch,2001,Temperate,1161.04,11,11.07,293507.13,24
925,WA,Orange,State Highway,Minor Arterial,55120,17.01,70,3,2,Concrete,25,171.6,0.64,5.13,94.36,1.16,38.73,Reconstruction,2002,Tropical,1890.55,115,30.5,891417.45,23
926,TX,Fulton,State Highway,Local,75619,6.07,25,1,8,Asphalt,38,124.61,1.52,2.42,69.35,4.95,84.17,Resurface,1997,Temperate,1505.91,99,3.59,240362.36,28
927,NY,Fulton,Rural,Collector,39342,12.53,35,4,11,Composite,9,209.52,5.48,1.84,94.04,3.66,21.94,Patch,2005,Cold,1865.62,30,14.89,280515.01,20
928,FL,Cook,State Highway,Collector,86992,9.64,25,2,7,Asphalt,37,122.04,4,0.65,55.45,3.72,73.42,Resurface,2018,Temperate,596.02,73,69.94,430094.14,7
929,IL,Bexar,State Highway,Principal Arterial,79860,10.31,35,5,7,Concrete,13,109,4.64,7.63,60.02,1.15,75.75,Reconstruction,2024,Arid,758.43,52,36.67,588548.96,1
930,WA,Cook,Rural,Minor Arterial,3257,16.09,65,1,7,Composite,48,232.63,15.96,4.27,97.7,3.42,41.92,Patch,2018,Temperate,327.64,33,45.21,110929.66,7
931,OH,Bexar,State Highway,Local,28364,8.99,55,2,7,Composite,40,60.08,11.26,6.27,64.21,2.94,29.73,None,2020,Arid,1099.83,40,15.7,228281.33,5
932,FL,Harris,Urban,Principal Arterial,25972,10.88,70,1,11,Asphalt,18,73.69,0.12,7.28,3.08,1.42,47.05,None,2002,Temperate,1773.06,9,68.21,279018.76,23
933,WA,King,Interstate,Principal Arterial,27654,9.74,70,5,8,Concrete,29,51.7,8.59,6.79,72.38,2.11,9.32,None,2001,Arid,788.32,51,75.15,874975.22,24
934,WA,Cook,Interstate,Local,81769,23.97,45,2,4,Asphalt,4,88.24,8.16,4.71,90.55,4.56,4.59,Resurface,1991,Arid,430.91,74,18.11,434735.45,34
935,GA,Duval,Interstate,Principal Arterial,82423,23.89,25,5,7,Asphalt,30,67.25,2.28,3.88,79.56,3.2,11.16,Patch,2022,Temperate,323.2,56,4.5,601184.78,3
936,WA,Bexar,Interstate,Minor Arterial,30320,17.2,70,3,4,Concrete,6,298.95,13.52,3.76,58.38,2.65,18.71,Reconstruction,1997,Continental,1005.5,77,8.09,542215.84,28
937,IL,Cook,Rural,Minor Arterial,21808,23.49,65,5,8,Concrete,18,122.2,14.04,6.4,67.13,1.29,50.42,Reconstruction,2021,Tropical,495.24,2,65.7,687625.17,4
938,NY,Cuyahoga,Interstate,Collector,53389,20.72,55,3,8,Asphalt,30,87.32,14.42,4.95,99.02,3.86,84.91,Resurface,2017,Tropical,822.99,56,13.55,390854.28,8
939,IL,Orange,Interstate,Principal Arterial,35773,16.8,65,2,9,Composite,38,110.25,14.57,8.49,9.07,3.81,23.56,Resurface,2004,Tropical,1675.96,32,49.39,223484.42,21
940,CA,Duval,Interstate,Collector,52168,5.13,25,3,3,Asphalt,23,284.03,0,8.75,66.72,3.46,93.52,Reconstruction,2012,Arid,891.29,6,15.26,456755.17,13
941,FL,Duval,Interstate,Principal Arterial,28747,20.45,45,2,10,Composite,33,180.04,19.08,1.71,28.34,3.04,95.49,Patch,2013,Tropical,1297.77,3,17.01,430015.06,12
942,NY,Bexar,Urban,Minor Arterial,77396,19.05,70,2,6,Asphalt,22,141.2,16.28,1.36,64.01,2.74,95.89,Resurface,2002,Arid,1103.89,38,0.44,211021.89,23
943,GA,Cuyahoga,Interstate,Minor Arterial,84692,17.31,65,4,10,Concrete,47,268.35,18.08,6.3,60.76,3.37,83.76,Patch,2010,Continental,1493.36,47,32.08,1165443.99,15
944,NY,Cuyahoga,Urban,Minor Arterial,58505,20.21,35,2,11,Composite,44,148.75,0.31,3.01,15.35,1.93,36.38,Reconstruction,2001,Temperate,481.1,73,8.98,162305.84,24
945,NY,Fulton,Rural,Principal Arterial,86896,15.26,55,3,6,Concrete,39,133.75,18.68,0.19,20.67,4.77,7.27,Patch,2002,Temperate,1856.79,78,39.4,510155.41,23
946,OH,Bexar,State Highway,Minor Arterial,19135,19.08,65,4,8,Concrete,5,101.82,16.2,8.89,62.16,3.36,56.88,None,2012,Arid,1358.54,15,59.78,285028.22,13
947,NY,King,Interstate,Principal Arterial,48377,23.7,55,4,10,Concrete,37,144.45,16.74,2.27,12.82,2.24,55.87,Reconstruction,2017,Arid,687.72,37,36.75,222665.32,8
948,GA,Orange,State Highway,Collector,24554,12.52,70,2,5,Concrete,40,129.17,1.87,9.29,26.52,2.8,85,None,2003,Continental,421.86,3,70.51,561338.66,22
949,IL,Harris,State Highway,Principal Arterial,63491,19.16,35,5,3,Concrete,35,219.33,14.78,7.17,83.52,4.22,99.6,Reconstruction,2006,Tropical,469.51,3,74.15,1262980.99,19
950,NY,Duval,Rural,Collector,56621,14.51,45,5,10,Asphalt,26,122.4,19.2,7.63,32.71,1.65,50.82,None,2013,Continental,1608.79,119,69.66,1117694.22,12
951,TX,Harris,State Highway,Principal Arterial,59283,18.49,45,4,3,Composite,10,194.3,13.57,2.01,48.81,2.17,34.52,Patch,2023,Temperate,1258.6,118,93.67,1065190.81,2
952,FL,Cook,Urban,Collector,86140,20.26,35,2,4,Asphalt,4,66.47,11.41,2.34,94.11,3.72,18.59,Reconstruction,2011,Temperate,885.36,99,23.73,501424.21,14
953,NY,Cook,State Highway,Minor Arterial,17923,5.91,55,5,11,Asphalt,16,97.82,18.91,5.21,22.71,2.26,0.48,Reconstruction,1999,Tropical,799.22,26,18.95,1059047.15,26
954,FL,Harris,State Highway,Collector,48591,17.93,70,2,3,Asphalt,6,151.85,8.86,1.72,38.96,4.17,50.91,None,1997,Temperate,1740.36,85,60.97,523671.16,28
955,TX,Cook,State Highway,Minor Arterial,63261,9.53,65,2,4,Concrete,26,284.24,11.99,3.05,60.65,1.52,55.55,Patch,2010,Arid,1774.57,85,59.49,295400.28,15
956,TX,King,Interstate,Minor Arterial,55336,18.4,35,4,7,Asphalt,46,144.31,9.53,3.21,75.53,4.05,82.49,Reconstruction,1996,Temperate,1246.27,16,51.01,752751.83,29
957,FL,Cuyahoga,Interstate,Collector,75083,14.37,25,4,4,Composite,14,216.02,18.66,1.6,90.17,1.27,50.46,Resurface,2015,Cold,1144.18,108,0.44,976310.65,10
958,WA,Cook,Urban,Principal Arterial,61948,20.47,55,1,11,Asphalt,45,113.77,1.52,2.05,91.55,1.05,91.65,None,2002,Tropical,1669.61,97,55.52,71199.5,23
959,CA,Fulton,Urban,Principal Arterial,34002,7.47,45,5,9,Concrete,12,81.76,10.02,7.89,77.66,4.59,62.81,Reconstruction,2005,Tropical,1548.8,95,93.28,1323306.83,20
960,OH,Cook,Interstate,Local,81098,17.53,35,5,7,Composite,10,64.63,13.74,1.67,22.83,3.33,84.03,Patch,2019,Tropical,920.59,115,33.46,446038.07,6
961,WA,Orange,Urban,Principal Arterial,74016,10.57,45,5,8,Composite,44,126.35,15.84,0.28,2.48,2.41,14.83,Patch,2020,Cold,348.93,69,96.76,1330676.57,5
962,WA,King,Interstate,Local,27672,22.06,55,3,2,Composite,25,89.42,11.66,6.29,38.38,1.93,85.53,Patch,1994,Continental,1583.3,53,35.68,383499.65,31
963,IL,Orange,Rural,Principal Arterial,5213,23.57,45,2,4,Composite,21,93.5,18.18,9.76,14.15,3.47,67.51,Patch,2021,Arid,503.66,96,13.99,263391.42,4
964,OH,Orange,State Highway,Principal Arterial,11293,24.93,35,4,4,Asphalt,27,240.19,18.84,3.31,71.04,3.04,17.02,None,2005,Tropical,229.48,7,39.84,273948.69,20
965,OH,Fulton,State Highway,Minor Arterial,56860,20.92,55,5,3,Concrete,23,53.96,1.29,1.19,66.11,4.97,18.98,Reconstruction,1998,Temperate,1717.94,113,49.46,1357374.53,27
966,WA,King,Urban,Local,63507,20.07,25,1,8,Composite,28,189.45,8.05,5.7,4.4,4.93,92.65,None,2011,Arid,1240.86,52,62.95,93627.6,14
967,NY,King,Interstate,Principal Arterial,58134,9.31,35,5,10,Composite,8,144.87,0.47,9.06,83.66,3.54,3.22,None,2003,Temperate,1805,99,50.49,1037562.38,22
968,IL,Bexar,Interstate,Local,3100,11.72,65,2,5,Concrete,41,176.64,6.59,7.84,24.87,2.77,46.25,Patch,2005,Arid,1072.26,4,53.67,421983.8,20
969,IL,King,Urban,Minor Arterial,62997,14.31,70,2,6,Asphalt,3,190.71,10.74,6.23,43.22,2.96,31.35,Resurface,2009,Arid,1867.67,68,2.41,240575.75,16
970,TX,King,Interstate,Minor Arterial,29172,20.47,35,4,4,Composite,48,128.34,18.22,3.15,66.79,3.73,66.51,Patch,2004,Temperate,837.15,46,25.36,1185660.96,21
971,GA,King,Rural,Local,21132,23.3,55,3,10,Asphalt,45,123.78,16.93,5.42,42.94,1.41,83.96,Resurface,2015,Temperate,1504.14,73,31.07,198124.66,10
972,OH,Fulton,State Highway,Minor Arterial,19199,8.78,70,4,5,Asphalt,17,233.35,2.55,0.91,44.13,2.31,36.04,None,1998,Arid,741.78,39,98.71,807872.01,27
973,WA,Cook,Urban,Collector,37609,23.45,35,5,6,Asphalt,42,267.82,1.86,6.79,6.56,1.3,42.69,Patch,1990,Tropical,202.09,6,29.56,849429.91,35
974,TX,Bexar,Urban,Collector,43965,18.91,25,1,2,Asphalt,15,98.15,11.79,7.25,40.14,1.29,98.19,Patch,2024,Temperate,883.54,11,89.66,111371.03,1
975,FL,Orange,Interstate,Minor Arterial,9016,17.22,25,4,3,Composite,32,74.4,10.64,9.65,76.48,1.78,78.39,None,2009,Cold,1527.98,93,30.47,363551.71,16
976,CA,King,Urban,Collector,40779,9,65,3,10,Composite,28,274.45,5.33,2.6,91.52,2.94,89.72,Patch,1995,Cold,470.04,24,9.61,702813.27,30
977,GA,Duval,Rural,Principal Arterial,32881,6.11,45,4,3,Asphalt,38,137.47,17.99,0.18,41.35,4.14,43.88,Reconstruction,1999,Arid,1108.64,27,24.76,1116314.87,26
978,GA,Cook,Interstate,Local,83594,16.37,70,2,6,Asphalt,9,187.83,18.55,5.46,42.36,2.94,23.41,Resurface,2022,Continental,582.18,42,27.28,153773.13,3
979,GA,Cook,Interstate,Principal Arterial,25472,18.03,55,5,9,Concrete,8,139.89,8.05,7.07,70.26,2.34,41.19,Resurface,2005,Arid,334.32,76,97.82,492475.27,20
980,IL,Orange,Interstate,Local,52813,9.22,55,5,4,Concrete,30,81.45,17.81,7.9,94.28,1.33,71.61,Resurface,1995,Arid,1311.41,46,67.43,1482837.18,30
981,FL,Fulton,Interstate,Minor Arterial,37021,16.13,45,5,7,Concrete,27,197.33,7.68,1.94,26.71,3.2,10.94,Patch,2008,Tropical,1913.54,48,93.17,268778.34,17
982,GA,Harris,Rural,Principal Arterial,55131,22.13,25,5,5,Composite,2,181.29,14.74,2.62,44.01,2.09,27.05,Reconstruction,2020,Tropical,759.27,85,83.5,885314.96,5
983,FL,Harris,Interstate,Minor Arterial,25087,21.7,25,5,8,Concrete,13,100.75,9.52,5.13,79.6,3.46,4.66,Patch,1991,Continental,1245.16,53,57.86,895141.06,34
984,NY,Cook,Urban,Minor Arterial,13828,23.55,35,5,11,Composite,24,162.97,2.45,3.31,60.97,4.91,43.23,Resurface,2007,Continental,1916.49,17,67.54,578951.91,18
985,GA,Cuyahoga,Rural,Local,62610,12.32,65,1,4,Composite,14,249.24,18.56,8.61,11.06,1.45,82.74,Patch,2017,Continental,1370.87,26,62.48,215757.22,8
986,CA,Cuyahoga,State Highway,Local,2401,11.36,70,3,7,Composite,1,197.61,9.08,4.74,62.77,1.85,2.47,Resurface,1993,Continental,1411.6,71,66.63,858705.68,32
987,FL,Orange,State Highway,Local,86179,19.99,65,5,11,Composite,23,74.23,14.69,8,18.67,2.89,67.53,None,1990,Continental,522.07,5,26.48,812767.41,35
988,FL,Harris,Urban,Principal Arterial,16193,13.62,65,3,10,Concrete,13,187.01,7.34,5.81,51.02,4.87,93.25,Resurface,2005,Arid,1086.7,74,40.81,712064.63,20
989,CA,Cook,Urban,Collector,45864,6.75,35,5,11,Asphalt,47,225.68,0.38,7.73,52.91,4.09,23.69,None,1991,Arid,860.75,92,59.26,1057587.82,34
990,GA,Fulton,Rural,Local,21307,10.66,65,4,2,Asphalt,6,248.18,2.01,3.33,87.62,4.59,69.36,None,1990,Cold,1047.72,104,3.59,672941.86,35
991,CA,Harris,State Highway,Local,20611,13.37,45,5,4,Asphalt,35,207.28,9.92,8.31,46.25,2.33,97.51,None,2012,Cold,1641.49,68,48.28,312265.37,13
992,FL,Cook,State Highway,Principal Arterial,44791,10.85,35,2,3,Concrete,49,88.16,13.8,2.75,27.94,4.97,96.23,Resurface,2015,Temperate,1029.26,70,85.97,470874.9,10
993,CA,Cook,State Highway,Local,12950,11.64,45,1,9,Asphalt,23,227.54,6.69,5.46,23.1,1.41,23.49,Reconstruction,2000,Arid,313.13,21,49.24,140812.86,25
994,FL,King,State Highway,Principal Arterial,77240,10.88,35,4,8,Concrete,26,219.34,13.91,2.14,87.43,1.21,10.03,Resurface,1990,Continental,1829.97,58,55.23,424494.69,35
995,FL,Fulton,State Highway,Minor Arterial,78403,5.83,65,4,3,Concrete,36,56.11,13.97,4.76,17.1,4.42,14.83,Patch,2000,Temperate,1180.67,46,20.19,1148268.65,25
996,NY,King,Interstate,Local,3745,17.74,45,2,7,Concrete,37,152.94,14.08,3.18,42.59,4.71,70.2,Patch,2013,Tropical,1864.09,116,79.43,486751.38,12
997,WA,Orange,Urban,Local,56243,16.95,45,5,4,Asphalt,29,133.24,9.85,2.67,18.72,1.36,72.58,Reconstruction,1999,Arid,1230.24,117,35.89,1452835.85,26
998,FL,King,Interstate,Minor Arterial,4866,18.07,45,1,9,Asphalt,26,217.35,18.3,9.67,77.33,1.45,67.42,Reconstruction,2003,Cold,325.35,67,95.66,114054.23,22
999,GA,Duval,State Highway,Minor Arterial,33245,8.85,35,4,11,Asphalt,38,104.03,9.78,1.6,47.44,1.13,33.61,Reconstruction,2003,Arid,1195.16,31,99.37,1035793.33,22
1000,TX,King,Rural,Minor Arterial,45724,10.91,55,1,4,Composite,14,197.72,9.01,7.87,35.11,1.42,16.98,None,1996,Arid,1236.33,82,91.6,201930.35,29
